,Player ID,Level,Attempts,Time Played,Booster Used,Avg Daily Login,Level Completion Time,Specific Action Usage,Lives from Ads,Purchase Amount,Purchase Date,Purchase Type,Friend Invites Sent,Friend Invites Received,Guild Chat Messages,Facebook Connect Status,Social Engagement through Facebook,Purchase Frequency,Total Booster Usage,Level Progression Rate,Time Since Last Purchase,Average Daily Playtime,Social Engagement Ratio,Overall Engagement Score,Scaled Social Engagement Ratio,Total Purchase Amount,Churn Prediction
890,115969,217,4,912,15,24,306,Color Bomb Usage,0,23.78,2023-09-29 00:00:00.000000000,0,3,11,40,0,1,1,15,0.23793859649122806,125.0,38.0,2.25,36.79396929824562,2.25,23.78,False
891,127263,122,400,19463,77,12,1367,Striped Candy Swipe,0,9.45,2023-09-29 00:00:00.000000000,0,0,79,20,1,1,1,77,0.006268303961362585,125.0,1621.9166666666667,8.25,1466.403134151981,8.25,9.45,False
892,183535,10,72,63133,0,24,305,Striped Candy Blast,0,20.03,2023-09-29 00:00:00.000000000,0,0,0,0,0,1,1,0,0.000158395767665088,125.0,2630.5416666666665,0.0,2368.3875791978835,0.0,20.03,True
893,217076,694,4,800,21,1,50,Wrapped Candy Blast,0,22.45,2023-09-29 00:00:00.000000000,0,30,7,90,1,0,2,21,0.8675,125.0,800.0,127.0,811.13375,100.0,41.33,False
894,223243,919,164,30441,47,13,1655,Extra Time Boost,8,1.75,2023-09-29 00:00:00.000000000,0,76,11,17,1,1,1,55,0.030189546992542952,125.0,2341.6153846153848,8.0,2113.968940927343,8.0,1.75,True
895,347889,79,83,800,5,7,50,Fish Blast,49,21.04,2023-09-29 00:00:00.000000000,0,21,6,29,0,1,1,54,0.09875,125.0,114.28571428571429,8.0,109.40651785714286,8.0,21.04,False
896,472483,133,333,95000,16,6,515,Striped Candy Swipe,0,6.58,2023-09-29 00:00:00.000000000,0,3,6,5,0,1,2,16,0.0014,125.0,15833.333333333334,2.3333333333333335,14253.434033333333,2.3333333333333335,29.28,True
897,673759,178,4,800,0,24,352,Wrapped Candy Blast,0,6.42,2023-09-29 00:00:00.000000000,0,17,11,0,0,1,2,0,0.2225,125.0,33.333333333333336,1.1666666666666667,32.727916666666665,1.1666666666666667,21.72,False
898,893510,998,234,10452,10,24,409,Fish Usage,5,3.13,2023-09-29 00:00:00.000000000,0,6,5,89,0,1,2,15,0.09548411787217757,125.0,435.5,4.166666666666667,396.71440872560277,4.166666666666667,20.16,False
899,1213536,10,400,800,95,21,2280,Extra Time Boost,33,8.12,2023-09-29 00:00:00.000000000,0,8,0,7,1,1,1,128,0.0125,125.0,38.095238095238095,0.7142857142857143,35.691964285714285,0.7142857142857143,8.12,False
900,718515,399,211,8728,11,6,1003,Fish Usage,1,85.53,2023-09-28 00:00:00.000000000,0,10,0,18,0,1,2,12,0.04571494042163153,126.0,1454.6666666666667,4.666666666666667,1314.2895241368774,4.666666666666667,112.36,True
901,725851,211,192,10454,48,24,50,Special Candy Swap,0,6.22,2023-09-28 00:00:00.000000000,0,2,1,11,0,1,1,48,0.020183661756265545,126.0,435.5833333333333,0.5833333333333334,393.34342516421145,0.5833333333333334,6.22,True
902,731670,26,4,4093,48,24,1815,Striped Candy Swipe,0,21.82,2023-09-28 00:00:00.000000000,0,28,22,0,1,1,1,48,0.006352308819936477,126.0,170.54166666666666,2.0833333333333335,155.8490094877433,2.0833333333333335,21.82,True
903,732865,10,224,800,23,5,50,Color Bomb Usage,26,20.72,2023-09-28 00:00:00.000000000,0,6,16,0,0,1,2,49,0.0125,126.0,160.0,4.4,148.88625000000002,4.4,44.94,True
904,34404,201,4,800,49,1,1963,Color Bomb Usage,0,24.82,2023-09-28 00:00:00.000000000,0,25,7,4,0,1,1,49,0.25125,126.0,800.0,36.0,746.225625,36.0,24.82,False
905,50186,10,4,800,14,1,50,Extra Time Boost,0,22.12,2023-09-28 00:00:00.000000000,0,1,17,25,0,1,1,14,0.0125,126.0,800.0,43.0,751.00625,43.0,22.12,True
906,72500,10,4,7427,95,24,719,Extra Moves,29,2.55,2023-09-28 00:00:00.000000000,0,1,112,2,1,1,1,124,0.0013464386697185943,126.0,309.4583333333333,4.791666666666667,282.76733988600154,4.791666666666667,2.55,False
907,111474,20,86,800,95,24,1666,Special Candy Swap,13,12.21,2023-09-28 00:00:00.000000000,0,3,0,42,1,1,1,108,0.025,126.0,33.333333333333336,1.875,32.225,1.875,12.21,False
908,132337,114,21,800,95,21,302,Wrapped Candy Blast,15,23.5,2023-09-28 00:00:00.000000000,0,16,9,68,0,1,1,110,0.1425,126.0,38.095238095238095,4.428571428571429,38.356964285714284,4.428571428571429,23.5,False
909,134824,10,106,33356,15,1,50,Wrapped Candy Blast,13,0.12,2023-09-28 00:00:00.000000000,0,15,5,12,0,1,1,28,0.0002997961386257345,126.0,33356.0,32.0,30043.700149898075,32.0,0.12,True
910,142650,106,43,1468,3,24,124,Striped Candy Swipe,0,6.03,2023-09-28 00:00:00.000000000,0,3,20,56,1,1,1,3,0.07220708446866485,126.0,61.166666666666664,3.2916666666666665,58.29027020890099,3.2916666666666665,6.03,False
911,198512,10,69,95000,14,24,296,Fish Usage,8,76.07,2023-09-28 00:00:00.000000000,0,13,6,0,0,1,1,22,0.00010526315789473685,126.0,3958.3333333333335,0.7916666666666666,3563.954219298246,0.7916666666666666,76.07,True
912,243847,10,69,28006,3,24,338,Extra Time Boost,10,10.08,2023-09-28 00:00:00.000000000,0,18,19,4,0,1,1,13,0.00035706634292651576,126.0,1166.9166666666667,1.7083333333333333,1052.3210118665052,1.7083333333333333,10.08,True
913,431243,10,89,800,66,5,50,Fish Usage,1,11.42,2023-09-28 00:00:00.000000000,0,0,0,0,0,1,1,67,0.0125,126.0,160.0,0.0,144.90625,0.0,11.42,False
914,1192397,28,191,56928,2,24,525,Striped Candy Swipe,3,88.25,2023-09-28 00:00:00.000000000,0,7,8,99,1,1,1,5,0.0004918493535694211,126.0,2372.0,4.75,2139.0252459246767,4.75,88.25,True
915,733755,682,4,55162,95,21,50,Extra Time Boost,0,2.55,2023-09-27 00:00:00.000000000,0,24,14,79,1,1,1,95,0.012363583626409484,127.0,2626.7619047619046,5.571428571428571,2368.8918960775277,5.571428571428571,2.55,False
916,34288,43,242,4345,16,1,1576,Striped Candy Swap,38,12.86,2023-09-27 00:00:00.000000000,0,14,21,9,1,1,1,54,0.009896432681242807,127.0,4345.0,44.0,3942.204948216341,44.0,12.86,True
917,166807,16,59,48977,16,24,426,Extra Moves,0,25.32,2023-09-27 00:00:00.000000000,0,0,8,14,0,1,1,16,0.00032668395369254955,127.0,2040.7083333333333,0.9166666666666666,1838.1793300086435,0.9166666666666666,25.32,True
918,129515,425,4,800,22,21,230,Color Bomb Creation,4,18.57,2023-09-26 00:00:00.000000000,0,11,18,6,0,1,1,26,0.53125,128.0,38.095238095238095,1.6666666666666667,36.61800595238095,1.6666666666666667,18.57,False
919,1121950,91,4,4512,23,19,311,Special Candy Swap,0,18.61,2023-09-26 00:00:00.000000000,0,33,6,7,0,1,1,23,0.020168439716312058,128.0,237.47368421052633,2.4210526315789473,216.33113685143712,2.4210526315789473,18.61,True
920,737038,10,30,800,42,8,50,Special Candy Swap,1,10.27,2023-09-25 00:00:00.000000000,0,29,21,3,1,1,2,43,0.0125,129.0,100.0,6.625,96.44375,6.625,13.67,True
921,737299,113,42,10133,76,1,50,Extra Moves,40,0.79,2023-09-25 00:00:00.000000000,0,28,6,1,0,1,1,116,0.011151682621138853,129.0,10133.0,35.0,9145.105575841311,35.0,0.79,False
922,739020,10,114,800,31,5,137,Wrapped Candy Blast,10,23.17,2023-09-25 00:00:00.000000000,0,0,9,2,0,1,2,41,0.0125,129.0,160.0,2.2,147.34625,2.2,63.58,True
923,742621,366,252,20620,81,3,688,Fish Usage,0,29.45,2023-09-25 00:00:00.000000000,0,4,6,150,0,1,2,81,0.017749757516973812,129.0,6873.333333333333,53.333333333333336,6225.142208212092,53.333333333333336,33.24,False
924,185993,177,48,800,74,1,50,Wrapped Candy Blast,4,21.74,2023-09-25 00:00:00.000000000,0,4,0,39,0,1,1,78,0.22125,129.0,800.0,43.0,751.110625,43.0,21.74,False
925,190274,10,99,800,17,16,50,Extra Time Boost,4,99.99,2023-09-25 00:00:00.000000000,0,19,7,0,1,1,1,21,0.0125,129.0,50.0,1.625,47.04375,1.625,99.99,True
926,552630,61,206,800,14,1,465,Fish Usage,13,27.35,2023-09-25 00:00:00.000000000,0,0,31,19,0,1,1,27,0.07625,129.0,800.0,50.0,755.938125,50.0,27.35,False
927,1017163,179,340,800,36,5,446,Color Bomb Usage,11,29.58,2023-09-25 00:00:00.000000000,0,5,28,40,1,1,1,47,0.22375,129.0,160.0,14.6,155.231875,14.6,29.58,False
928,746292,10,245,9498,95,24,1146,Special Candy Swap,2,27.22,2023-09-24 00:00:00.000000000,0,17,6,0,1,1,2,97,0.0010528532322594231,130.0,395.75,0.9583333333333334,358.6463597599495,0.9583333333333334,41.67,False
929,747102,77,259,1567,11,1,486,Fish Usage,0,3.98,2023-09-24 00:00:00.000000000,0,13,3,2,0,1,1,11,0.04913848117421825,130.0,1567.0,18.0,1423.8245692405872,18.0,3.98,True
930,752287,10,376,800,16,24,1000,Rewarded_Boosters,6,1.56,2023-09-24 00:00:00.000000000,0,39,8,5,0,1,2,22,0.0125,130.0,33.333333333333336,2.1666666666666665,33.32291666666667,2.1666666666666665,4.720000000000001,True
931,753061,839,79,26045,12,22,2280,Striped Candy Swipe,0,2.72,2023-09-24 00:00:00.000000000,0,7,4,11,1,1,2,12,0.0322134766749856,130.0,1183.8636363636363,1.0,1067.9933794656101,1.0,15.92,True
932,755086,10,315,1835,95,8,50,Extra Moves,13,0.13,2023-09-24 00:00:00.000000000,0,7,33,12,0,1,1,108,0.005449591280653951,130.0,229.375,6.5,211.89022479564034,6.5,0.13,False
933,756192,10,307,800,36,1,191,Striped Candy Swipe,13,49.9,2023-09-24 00:00:00.000000000,0,13,112,26,0,1,1,49,0.0125,130.0,800.0,151.0,826.60625,100.0,49.9,False
934,24778,541,243,800,10,11,769,Fish Usage,1,1.45,2023-09-24 00:00:00.000000000,0,0,0,15,0,1,1,11,0.67625,130.0,72.72727272727273,1.3636363636363635,67.64721590909093,1.3636363636363635,1.45,False
935,31832,10,4,800,20,24,50,Special Candy Swap,49,21.48,2023-09-24 00:00:00.000000000,0,5,0,3,0,1,1,69,0.0125,130.0,33.333333333333336,0.3333333333333333,31.139583333333338,0.3333333333333333,21.48,False
936,100744,10,58,800,0,9,350,Striped Candy Swipe,0,10.17,2023-09-24 00:00:00.000000000,0,14,22,33,1,1,1,0,0.0125,130.0,88.88888888888889,7.666666666666667,86.27291666666666,7.666666666666667,10.17,True
937,159067,998,80,1124,32,1,459,Wrapped Candy Blast,7,8.88,2023-09-24 00:00:00.000000000,0,0,8,15,0,1,1,39,0.8879003558718861,130.0,1124.0,23.0,1029.043950177936,23.0,8.88,False
938,172851,21,4,800,9,24,514,Wrapped Candy Blast,0,35.17,2023-09-24 00:00:00.000000000,0,18,20,12,1,1,1,9,0.02625,130.0,33.333333333333336,2.0833333333333335,32.37145833333334,2.0833333333333335,35.17,True
939,195211,36,139,800,14,1,150,Striped Candy Swipe,0,14.48,2023-09-24 00:00:00.000000000,0,0,1,100,0,1,1,14,0.045,130.0,800.0,101.0,791.6225000000001,100.0,14.48,False
940,213885,77,158,800,11,1,50,Special Candy Swap,8,86.19,2023-09-24 00:00:00.000000000,0,7,17,107,1,1,2,19,0.09625,130.0,800.0,131.0,813.548125,100.0,131.85,False
941,215266,71,98,7619,4,1,50,Color Bomb Usage,10,4.17,2023-09-24 00:00:00.000000000,0,17,14,38,1,1,2,14,0.009318808242551517,130.0,7619.0,69.0,6907.204659404122,69.0,24.97,False
942,236366,27,377,3668,77,23,224,Extra Moves,6,18.34,2023-09-24 00:00:00.000000000,0,4,112,60,1,1,1,83,0.007360959651035987,130.0,159.47826086956522,7.6521739130434785,149.79063700156465,7.6521739130434785,18.34,False
943,441772,498,32,20482,12,15,476,Color Bomb Usage,0,6.66,2023-09-24 00:00:00.000000000,0,2,0,0,0,1,2,12,0.024314031832828827,130.0,1365.4666666666667,0.13333333333333333,1230.8254903492498,0.13333333333333333,8.370000000000001,True
944,758218,81,54,800,16,24,541,Fish Usage,0,27.05,2023-09-23 00:00:00.000000000,0,0,0,0,0,1,2,16,0.10125,131.0,33.333333333333336,0.0,31.850625000000004,0.0,49.05,False
945,758573,10,21,11857,80,11,1327,Striped Candy Swipe,41,68.58,2023-09-23 00:00:00.000000000,0,16,18,15,0,1,1,121,0.0008433836552247618,131.0,1077.909090909091,4.454545454545454,974.1367853281913,4.454545454545454,68.58,False
946,761993,10,29,79391,8,24,893,Extra Time Boost,0,62.07,2023-09-23 00:00:00.000000000,0,6,13,8,1,1,2,8,0.00012595886183572447,131.0,3307.9583333333335,1.125,2979.7500629794313,1.125,69.82,True
947,152927,215,313,800,15,1,274,Extra Time Boost,9,26.96,2023-09-23 00:00:00.000000000,0,6,22,6,0,1,1,24,0.26875,131.0,800.0,34.0,744.8343749999999,34.0,26.96,False
948,175591,33,33,1682,8,1,162,Special Candy Swap,25,63.27,2023-09-23 00:00:00.000000000,0,19,19,0,1,1,1,33,0.019619500594530322,131.0,1682.0,38.0,1541.3098097502973,38.0,63.27,True
949,193482,182,78,800,0,17,728,Extra Time Boost,9,4.9,2023-09-23 00:00:00.000000000,0,4,0,162,1,1,1,9,0.2275,131.0,47.05882352941177,9.764705882352942,50.201985294117655,9.764705882352942,4.9,False
950,212257,80,244,2180,0,24,50,Striped Candy Swipe,9,9.97,2023-09-23 00:00:00.000000000,0,6,19,30,1,1,2,9,0.03669724770642202,131.0,90.83333333333333,2.2916666666666665,85.17251529051988,2.2916666666666665,33.32,True
951,236113,485,89,800,54,1,50,Special Candy Swap,0,18.28,2023-09-23 00:00:00.000000000,0,0,22,12,0,1,1,54,0.60625,131.0,800.0,34.0,745.003125,34.0,18.28,False
952,294915,126,400,10535,44,1,104,Extra Time Boost,9,26.13,2023-09-23 00:00:00.000000000,0,0,21,0,0,1,1,53,0.011960132890365448,131.0,10535.0,21.0,9497.105980066446,21.0,26.13,True
953,421501,30,217,800,95,23,710,Striped Candy Blast,12,9.92,2023-09-23 00:00:00.000000000,0,18,112,112,1,1,2,107,0.0375,131.0,34.78260869565217,10.521739130434783,40.488315217391296,10.521739130434783,20.34,False
954,764906,44,4,800,0,1,50,Fish Usage,0,22.79,2023-09-21 00:00:00.000000000,0,15,20,0,1,1,1,0,0.055,133.0,800.0,35.0,745.4275,35.0,22.79,True
955,101856,354,19,800,46,1,50,Fish Usage,22,7.38,2023-09-21 00:00:00.000000000,0,0,5,7,0,1,1,68,0.4425,133.0,800.0,12.0,729.52125,12.0,7.38,False
956,208935,221,4,5598,0,1,212,Fish Usage,0,8.74,2023-09-21 00:00:00.000000000,0,27,7,23,0,1,2,0,0.03947838513754912,133.0,5598.0,57.0,5079.919739192568,57.0,12.22,True
957,211398,190,74,4373,0,6,327,Wrapped Candy Blast,0,15.97,2023-09-21 00:00:00.000000000,0,0,52,5,0,1,2,0,0.04344843356963183,133.0,728.8333333333334,9.5,664.4217242167848,9.5,23.740000000000002,True
958,222121,82,38,800,0,1,403,Striped Candy Swipe,8,0.44,2023-09-21 00:00:00.000000000,0,16,34,16,0,1,1,8,0.1025,133.0,800.0,66.0,767.15125,66.0,0.44,False
959,737038,159,4,800,29,24,479,Wrapped Candy Swap,0,3.4,2023-09-21 00:00:00.000000000,0,2,8,5,1,1,2,29,0.19875,133.0,33.333333333333336,0.625,32.336875,0.625,13.67,False
960,766526,31,9,8503,15,24,186,Extra Moves,5,17.65,2023-09-20 00:00:00.000000000,0,13,3,10,0,1,2,20,0.003645772080442197,134.0,354.2916666666667,1.0833333333333333,321.42265621937355,1.0833333333333333,18.029999999999998,True
961,171999,34,198,4052,16,8,992,Extra Moves,3,17.8,2023-09-20 00:00:00.000000000,0,7,22,0,0,1,1,19,0.00839091806515301,134.0,506.5,3.625,459.2916954590326,3.625,17.8,True
962,181737,62,76,800,2,1,59,Fish Usage,8,33.64,2023-09-20 00:00:00.000000000,0,0,0,31,0,1,1,10,0.0775,134.0,800.0,31.0,742.6387500000001,31.0,33.64,False
963,187087,24,400,61114,27,19,107,Extra Time Boost,2,6.72,2023-09-20 00:00:00.000000000,0,1,3,8,1,1,1,29,0.0003927087083156069,134.0,3216.5263157894738,0.631578947368421,2896.2159858280384,0.631578947368421,6.72,True
964,216529,190,110,800,15,1,286,Special Candy Swap,35,21.95,2023-09-20 00:00:00.000000000,0,28,65,35,0,2,2,50,0.2375,134.0,800.0,128.0,811.51875,100.0,43.01,False
965,839796,141,112,11616,0,24,50,Striped Candy Blast,24,16.75,2023-09-20 00:00:00.000000000,0,31,0,7,0,1,2,24,0.012138429752066115,134.0,484.0,1.5833333333333333,438.51440254820943,1.5833333333333333,63.43,True
966,1255130,15,82,800,0,20,50,Fish Usage,14,1.79,2023-09-20 00:00:00.000000000,0,54,1,24,1,1,1,14,0.01875,134.0,40.0,3.95,39.674375,3.95,1.79,True
967,1341233,10,4,800,10,16,394,Extra Moves,7,24.8,2023-09-20 00:00:00.000000000,0,7,8,4,1,1,1,17,0.0125,134.0,50.0,1.1875,46.7375,1.1875,24.8,True
968,776774,180,4,5408,95,6,50,Wrapped Candy Blast,4,0.0,2023-09-19 00:00:00.000000000,1,7,0,40,0,1,2,99,0.03328402366863906,135.0,901.3333333333334,7.833333333333333,818.4999753451676,7.833333333333333,8.15,False
969,778279,166,4,75895,8,20,120,Fish Usage,9,2.58,2023-09-19 00:00:00.000000000,0,1,0,112,0,0,2,17,0.0021872323604980566,135.0,3794.75,5.65,3421.0310936161804,5.65,28.229999999999997,True
970,125285,208,52,800,0,1,50,Wrapped Candy Blast,8,23.73,2023-09-19 00:00:00.000000000,0,0,0,1,0,1,1,8,0.26,135.0,800.0,1.0,721.73,1.0,23.73,False
971,226960,193,71,800,0,10,466,Extra Moves,4,8.46,2023-09-19 00:00:00.000000000,0,0,15,0,0,1,1,4,0.24125,135.0,80.0,1.5,74.070625,1.5,8.46,False
972,8808279,188,4,5899,12,6,95,Striped Candy Swipe,0,17.43,2023-09-19 00:00:00.000000000,0,0,22,26,0,1,12,12,0.031869808442108835,135.0,983.1666666666666,8.0,901.265934904221,8.0,370.18,False
973,780710,74,260,13445,25,23,323,Wrapped Candy Blast,7,18.9,2023-09-18 00:00:00.000000000,0,54,8,89,1,1,2,32,0.005503904797322425,136.0,584.5652173913044,6.565217391304348,532.5070997784857,6.565217391304348,33.68,True
974,77366,181,92,800,14,24,50,Extra Time Boost,31,12.11,2023-09-18 00:00:00.000000000,0,2,32,13,0,1,1,45,0.22625,136.0,33.333333333333336,1.9583333333333333,32.38395833333334,1.9583333333333333,12.11,False
975,235391,36,63,800,3,5,871,Striped Candy Swipe,0,23.55,2023-09-18 00:00:00.000000000,0,37,8,0,1,1,2,3,0.045,136.0,160.0,9.0,152.12250000000003,9.0,44.480000000000004,True
976,353318,10,110,800,15,1,1510,Extra Time Boost,11,36.48,2023-09-18 00:00:00.000000000,0,24,0,0,1,1,2,26,0.0125,136.0,800.0,24.0,738.6062499999999,24.0,58.949999999999996,True
977,718515,142,282,800,31,7,893,Extra Time Boost,2,26.83,2023-09-18 00:00:00.000000000,0,11,9,9,0,1,2,33,0.1775,136.0,114.28571428571429,4.142857142857143,107.64589285714287,4.142857142857143,112.36,False
978,783972,41,230,95000,76,14,1833,Special Candy Swap,7,7.88,2023-09-17 00:00:00.000000000,0,8,30,11,0,1,2,83,0.0004315789473684211,137.0,6785.714285714285,3.5,6111.39307293233,3.5,69.19,False
979,784177,200,5,800,12,1,505,Extra Moves,14,6.47,2023-09-17 00:00:00.000000000,0,5,12,34,0,1,1,26,0.25,137.0,800.0,51.0,756.725,51.0,6.47,False
980,3893,466,61,13475,11,2,937,Extra Moves,2,40.7,2023-09-17 00:00:00.000000000,0,0,1,4,0,1,1,13,0.03458256029684601,137.0,6737.5,2.5,6066.417291280148,2.5,40.7,True
981,11765,66,396,4727,8,20,50,Special Candy Swap,0,0.7,2023-09-17 00:00:00.000000000,0,25,20,0,0,1,1,8,0.01396234398138354,137.0,236.35,2.25,215.1969811719907,2.25,0.7,True
982,92149,10,311,800,35,19,303,Striped Candy Swipe,3,2.47,2023-09-17 00:00:00.000000000,0,0,5,7,0,1,1,38,0.0125,137.0,42.10526315789474,0.631578947368421,39.24309210526316,0.631578947368421,2.47,True
983,180164,44,31,18783,0,11,433,Fish Blast,0,1.09,2023-09-17 00:00:00.000000000,0,0,0,75,1,1,1,0,0.002342543789596976,137.0,1707.5454545454545,6.818181818181818,1542.464807635531,6.818181818181818,1.09,True
984,205915,18,400,11841,0,24,50,Extra Time Boost,1,2.1,2023-09-17 00:00:00.000000000,0,25,20,76,1,1,2,1,0.0015201418799087915,137.0,493.375,5.041666666666667,449.36742673760665,5.041666666666667,26.560000000000002,True
985,222694,10,77,57290,52,19,50,Fish Usage,0,18.41,2023-09-17 00:00:00.000000000,0,0,0,1,1,1,1,52,0.00017455053237912376,137.0,3015.2631578947367,0.05263157894736842,2714.6737714857923,0.05263157894736842,18.41,True
986,54760,77,99,800,65,1,768,Color Bomb Creation,12,25.21,2023-09-16 00:00:00.000000000,0,10,8,9,1,1,1,77,0.09625,138.0,800.0,27.0,739.848125,27.0,25.21,False
987,122905,238,84,800,9,1,217,Special Candy Swap,13,10.09,2023-09-16 00:00:00.000000000,0,19,15,36,1,1,1,22,0.2975,138.0,800.0,70.0,770.0487499999999,70.0,10.09,False
988,157713,34,255,800,32,1,425,Extra Time Boost,0,19.12,2023-09-16 00:00:00.000000000,0,4,26,8,0,1,1,32,0.0425,138.0,800.0,38.0,747.52125,38.0,19.12,True
989,788768,10,85,800,79,8,50,Fish Usage,13,4.85,2023-09-15 00:00:00.000000000,0,44,7,38,0,1,2,92,0.0125,139.0,100.0,11.125,99.59374999999999,11.125,30.65,False
990,789318,147,4,800,7,7,50,Extra Time Boost,0,23.01,2023-09-15 00:00:00.000000000,0,5,9,34,1,1,2,7,0.18375,139.0,114.28571428571429,6.857142857142857,109.54901785714286,6.857142857142857,25.25,False
991,795101,10,180,33536,57,17,186,Striped Candy Swipe,11,25.9,2023-09-15 00:00:00.000000000,0,18,8,43,0,1,2,68,0.00029818702290076337,139.0,1972.7058823529412,4.0588235294117645,1780.0766196817467,4.0588235294117645,33.879999999999995,False
992,201217,10,298,800,61,18,50,Wrapped Candy Blast,29,2.72,2023-09-15 00:00:00.000000000,0,0,59,4,1,1,1,90,0.0125,139.0,44.44444444444444,3.5,43.35625,3.5,2.72,False
993,789318,10,161,800,11,14,2280,Wrapped Candy Blast,49,2.24,2023-09-15 00:00:00.000000000,0,53,112,32,0,1,2,60,0.0125,139.0,57.142857142857146,14.071428571428571,63.08482142857143,14.071428571428571,25.25,False
994,795457,64,45,800,95,4,558,Striped Candy Swipe,46,8.02,2023-09-14 00:00:00.000000000,0,0,1,111,0,1,2,141,0.08,140.0,200.0,28.0,201.44,28.0,22.23,False
995,797838,998,321,800,95,1,1616,Wrapped Candy Blast,48,21.4,2023-09-14 00:00:00.000000000,0,17,0,2,1,0,2,143,1.2475,140.0,800.0,19.0,735.7237499999999,19.0,30.799999999999997,False
996,6236,10,31,800,36,20,827,Wrapped Candy Blast,5,5.4,2023-09-14 00:00:00.000000000,0,8,9,11,0,1,1,41,0.0125,140.0,40.0,1.4,37.88625,1.4,5.4,True
997,92776,213,109,35917,10,1,222,Wrapped Candy Blast,0,20.42,2023-09-14 00:00:00.000000000,0,6,3,9,0,1,1,10,0.005930339393601916,140.0,35917.0,18.0,32338.802965169696,18.0,20.42,True
998,235411,10,126,9658,26,1,50,Extra Moves,0,27.17,2023-09-14 00:00:00.000000000,0,0,12,0,1,1,2,26,0.0010354110581901014,140.0,9658.0,12.0,8702.40051770553,12.0,28.200000000000003,True
999,984470,10,220,800,45,1,976,Color Bomb Usage,1,3.54,2023-09-14 00:00:00.000000000,0,0,34,0,1,1,3,46,0.0125,140.0,800.0,34.0,746.50625,34.0,14.19,True
1000,799403,15,4,800,14,15,1040,Wrapped Candy Swap,4,23.63,2023-09-12 00:00:00.000000000,0,0,0,0,0,1,2,18,0.01875,142.0,53.333333333333336,0.0,49.809374999999996,0.0,37.83,True
1001,802287,10,400,7835,33,6,488,Extra Time Boost,49,14.59,2023-09-12 00:00:00.000000000,0,22,37,37,0,1,2,82,0.0012763241863433313,142.0,1305.8333333333333,16.0,1188.250638162093,16.0,88.9,False
1002,6593,53,41,4197,14,24,342,Extra Time Boost,13,0.63,2023-09-12 00:00:00.000000000,0,25,17,14,0,1,1,27,0.012628067667381462,142.0,174.875,2.3333333333333335,159.92714736716704,2.3333333333333335,0.63,True
1003,16702,10,400,800,5,8,90,Striped Candy Swipe,13,99.99,2023-09-12 00:00:00.000000000,0,18,37,1,0,1,1,18,0.0125,142.0,100.0,7.0,95.80625,7.0,99.99,True
1004,17191,389,234,10133,95,6,412,Extra Moves,5,18.6,2023-09-12 00:00:00.000000000,0,2,0,102,0,1,1,100,0.03838942070462844,142.0,1688.8333333333333,17.333333333333332,1533.002528043686,17.333333333333332,18.6,False
1005,54292,10,4,800,19,22,325,Color Bomb Creation,0,1.11,2023-09-12 00:00:00.000000000,0,2,14,0,1,1,1,19,0.0125,142.0,36.36363636363637,0.7272727272727273,34.14261363636364,0.7272727272727273,1.11,True
1006,118166,10,44,800,13,1,300,Wrapped Candy Blast,11,99.99,2023-09-12 00:00:00.000000000,0,1,20,19,1,1,1,24,0.0125,142.0,800.0,40.0,748.90625,40.0,99.99,True
1007,137476,122,4,800,3,24,373,Fish Usage,0,9.45,2023-09-12 00:00:00.000000000,0,6,9,9,0,1,1,3,0.1525,142.0,33.333333333333336,1.0,31.676250000000003,1.0,9.45,False
1008,167135,46,4,12472,95,1,590,Special Candy Swap,2,14.61,2023-09-12 00:00:00.000000000,0,6,0,0,0,1,1,97,0.0036882617062219372,142.0,12472.0,6.0,11229.901844130854,6.0,14.61,False
1009,181369,10,227,800,73,1,50,Fish Usage,22,5.85,2023-09-12 00:00:00.000000000,0,11,9,4,1,1,1,95,0.0125,142.0,800.0,24.0,737.70625,24.0,5.85,False
1010,217069,10,4,28572,4,11,50,Special Candy Swap,0,13.87,2023-09-12 00:00:00.000000000,0,50,0,11,1,1,2,4,0.0003499930001399972,142.0,2597.4545454545455,5.545454545454546,2343.3910840874096,5.545454545454546,44.22,True
1011,515269,225,4,800,9,24,280,Extra Time Boost,0,99.99,2023-09-12 00:00:00.000000000,0,6,9,37,0,1,1,9,0.28125,142.0,33.333333333333336,2.1666666666666665,32.55729166666667,2.1666666666666665,99.99,False
1012,803618,128,336,10391,12,1,50,Fish Usage,9,99.99,2023-09-11 00:00:00.000000000,0,0,15,39,0,1,2,21,0.012318352420363776,143.0,10391.0,54.0,9391.506159176208,54.0,115.32,True
1013,810708,10,101,11974,13,5,210,Rewarded_Boosters,0,3.55,2023-09-11 00:00:00.000000000,0,0,0,0,1,1,2,13,0.0008351428094204109,143.0,2394.8,0.0,2157.120417571405,0.0,39.25,True
1014,821060,26,4,54117,95,1,255,Color Bomb Usage,17,7.8,2023-09-11 00:00:00.000000000,0,76,6,36,1,1,1,112,0.0004804405270063012,143.0,54117.0,118.0,48788.80024022027,100.0,7.8,False
1015,31049,176,9,6898,95,18,50,Fish Usage,0,99.99,2023-09-11 00:00:00.000000000,0,2,112,96,1,1,1,95,0.02551464192519571,143.0,383.22222222222223,11.666666666666666,353.9794239876293,11.666666666666666,99.99,False
